Country Name,Sub-Region,Series Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Belize,Central America,Current health expenditure (% of GDP),3.92283607,4.58810091,4.65947151,4.56673813,4.43332624,4.43362761,4.51539469,5.23698997,5.59683084,5.69172812,5.59605885,5.61938047,5.33280277,5.55003977,6.10395241,5.81823015,6.04090405,5.70125389,5.69105911
Belize,Central America,Current health expenditure per capita (current US$),131.9693298,156.856308,165.5991364,167.8891754,169.6343994,174.0331726,188.7039337,226.0124054,249.6313171,241.4853516,242.3494263,252.9458771,246.7604675,258.2254028,292.4444275,284.114502,296.2240295,282.5827942,285.9858398
Belize,Central America,"Current health expenditure per capita, PPP (current international $)",213.2811127,259.6403198,273.6546936,290.9134216,295.7337036,304.6862488,325.7771606,382.1514282,418.8492127,421.292511,428.7251892,439.981842,431.9439087,447.2659607,508.3371277,498.0048523,506.7372742,482.9400635,506.317627
Benin,Western Africa,Current health expenditure (% of GDP),3.09882951,3.24531007,3.039397,3.03365588,3.07281566,2.93186998,2.96771049,2.89010143,2.69258809,2.8210001,2.99474454,3.09318352,3.41449833,2.85861254,2.66743684,2.90741515,2.78015947,2.6444838,2.49141979
Benin,Western Africa,Current health expenditure per capita (current US$),15.88687897,16.81288338,17.47441101,21.57793999,24.54393578,24.12298584,25.40521812,27.92425346,30.30306816,30.71387672,31.04154778,34.96141434,39.10080719,35.76725006,34.44753647,31.30697823,30.22834778,30.05702591,30.9390583
Benin,Western Africa,"Current health expenditure per capita, PPP (current international $)",56.16122055,61.42473984,59.31838226,60.51356888,63.78672409,61.97473145,65.26267242,67.22366333,65.10709381,68.3843689,72.91654968,76.97596741,88.26925659,78.37780762,77.08349609,84.71581268,83.11923218,82.49481201,83.21243286
Bhutan,Southern Asia,Current health expenditure (% of GDP),4.31020021,4.85057402,4.45451164,4.00747824,4.46532822,4.01967382,4.29145336,4.02995634,3.30082774,3.4614768,3.47357607,3.26995778,3.53425479,3.62129545,3.46891737,3.65720773,3.48117137,3.24491644,3.0574255
Bhutan,Southern Asia,Current health expenditure per capita (current US$),30.89350891,35.94556046,36.13760376,37.73608017,46.90710449,47.74116898,55.31650925,66.06005859,58.85731506,61.12592697,74.09108734,79.5575943,85.97568512,88.24406433,88.89917755,98.56243896,98.90504456,104.8551025,102.7385178
Bhutan,Southern Asia,"Current health expenditure per capita, PPP (current international $)",113.595314,134.72258,135.1400299,133.6221924,159.8690643,154.2408295,179.4523163,194.7766266,176.1828308,195.6432495,213.8252716,220.2802429,254.4342346,275.2507629,271.7809753,311.7145996,316.9840698,314.5932617,322.0979004
Bolivia,South America,Current health expenditure (% of GDP),4.39554119,4.82522202,4.89645052,5.19709635,4.86315727,5.07408142,4.6608758,4.6968894,4.60677242,5.17444515,5.20230532,5.17306805,5.2539444,5.57465124,5.89613628,6.55064964,6.83333063,6.4901948,6.30102587
Bolivia,South America,Current health expenditure per capita (current US$),43.84843826,45.78475189,44.27474976,47.16543961,47.04486847,52.48216629,56.81023026,64.47034454,79.01570129,90.77088165,101.7298813,121.3785858,137.1217804,162.1219788,181.7120514,198.8755798,210.2380981,217.4946899,223.5978851
Bolivia,South America,"Current health expenditure per capita, PPP (current international $)",152.8843689,171.1069489,177.4018555,193.3854675,190.1036835,209.7942963,204.4528046,217.4506989,226.9263611,261.0684815,271.9833679,285.7981262,306.0498047,347.3729553,388.7466126,450.8469849,488.4350586,485.4720459,496.0909119
Bosnia and Herzegovina,Southern Europe,Current health expenditure (% of GDP),7.65342188,7.27702522,7.12647152,8.03272915,9.06270218,9.05223751,9.17218685,9.5306015,9.68943882,9.02212143,9.01888275,9.17856026,9.49001503,9.48689747,9.47516823,9.33953667,9.22786236,8.93159008,8.895051
Bosnia and Herzegovina,Southern Europe,Current health expenditure per capita (current US$),113.3132629,112.0685196,127.2113953,180.9941711,244.5274048,262.8928223,303.5122376,388.098999,482.9365234,425.0511475,417.7483215,467.0319214,452.9765015,486.1761169,503.9924622,441.4607544,460.8853455,481.8325806,539.5466309
Bosnia and Herzegovina,Southern Europe,"Current health expenditure per capita, PPP (current international $)",351.0830994,347.8312073,369.3633118,437.1148682,538.6760254,571.5220947,657.9451904,757.8598633,856.4943237,814.1309815,842.4176025,914.9549561,976.7448731,1043.736206,1081.144653,1121.930542,1183.366577,1226.752319,1300.776489
Botswana,Southern Africa,Current health expenditure (% of GDP),5.82725811,6.15671682,6.42154217,6.17618656,5.79530239,5.02534151,4.77372456,5.33311653,5.7820034,6.5250082,6.19402504,5.77690315,6.14145994,6.22438812,5.59789324,5.72629929,5.56052208,6.13456821,5.84825039
Botswana,Southern Africa,Current health expenditure per capita (current US$),205.236969,201.8108215,204.8869782,267.4956665,293.9718933,277.0604858,263.6054688,311.0372315,330.3592224,342.9356384,398.5707092,440.0437012,483.8059082,449.7056885,435.5536804,389.3807373,402.8016357,484.2239075,482.9630737
Botswana,Southern Africa,"Current health expenditure per capita, PPP (current international $)",497.0067749,527.8997192,582.8338013,587.1295166,570.8323364,523.7088013,544.2698364,661.805603,760.8460693,783.4690552,803.0112915,799.4432983,894.0721436,1015.195618,956.8011475,957.6940308,962.8015747,1091.046997,1088.729004
Brazil,South America,Current health expenditure (% of GDP),8.33481598,8.5499382,8.70437145,8.19710159,8.13533783,8.04407787,8.25891399,8.20776176,8.01598835,8.40254688,7.94913244,7.78833342,7.73536205,7.97721243,8.39624977,8.87090969,9.20742226,9.46933746,9.51438713
Brazil,South America,Current health expenditure per capita (current US$),312.5392761,270.1898193,246.9470062,251.4379425,295.5286255,384.9320068,485.5993347,602.6859131,707.4912109,721.7680054,896.6971436,1031.576172,957.0070801,981.152832,1017.047119,781.8099976,801.4113159,935.2991943,848.388855
Brazil,South America,"Current health expenditure per capita, PPP (current international $)",756.277771,792.9144287,833.3339233,798.258606,849.9107056,884.2914429,961.8445435,1030.822266,1068.075928,1115.538208,1137.7771,1173.053955,1199.645508,1285.145752,1373.522583,1402.705444,1411.130737,1482.533325,1530.822266
Brunei Darussalam,South-Eastern Asia,Current health expenditure (% of GDP),2.5432477,2.54193902,2.52989697,2.59788561,2.54709625,2.22967577,1.90329325,1.94069541,1.86958551,2.39306617,2.27826118,1.86409724,1.85097218,1.898314,1.91436803,2.38708901,2.54828691,2.27036428,2.41291642
Brunei Darussalam,South-Eastern Asia,Current health expenditure per capita (current US$),508.5484009,464.7904358,473.2272339,535.2774048,619.2869873,646.1602173,654.6901856,702.6691895,788.6153565,741.2953491,803.5268555,877.1575928,883.6755981,849.3306274,798.7937012,743.920044,692.0357056,648.6688232,763.1528931
Brunei Darussalam,South-Eastern Asia,"Current health expenditure per capita, PPP (current international $)",1843.738037,1895.747803,1952.143433,2062.414795,2051.381836,1829.931152,1657.088257,1713.053711,1635.438843,2040.73584,1797.727295,1537.934937,1549.669067,1561.619629,1546.494019,1913.914429,1991.095337,1811.436401,1952.528809
Bulgaria,Eastern Europe,Current health expenditure (% of GDP),5.82971001,6.85958767,7.0809865,7.19987392,6.89090872,6.89011431,6.52544594,6.16035938,6.28771019,6.59886885,7.14063406,7.14162683,7.57881832,7.1707921,7.7096777,7.41338348,7.4799428,7.45326805,7.34667873
Bulgaria,Eastern Europe,Current health expenditure per capita (current US$),94.49745178,119.8299789,148.1479187,195.7436981,233.113327,267.741394,294.1089172,361.2349854,455.5405884,459.3002014,484.7522888,555.8641968,558.6479492,547.454834,605.2589111,521.4190674,562.3408203,618.7059326,689.9053955
Bulgaria,Eastern Europe,"Current health expenditure per capita, PPP (current international $)",373.4869995,469.3354187,549.1356201,603.0010986,631.175354,706.3617554,740.8967285,785.6171265,898.3409424,932.7051392,1057.450317,1115.259277,1227.331909,1185.875,1349.411011,1355.195435,1468.172852,1575.110229,1633.804443
Burkina Faso,Western Africa,Current health expenditure (% of GDP),3.31752229,3.24898624,3.34058619,3.53623772,4.74466419,4.44255877,5.09151554,5.88637829,5.22738886,5.7152667,5.89295959,5.22973108,5.17797041,6.25649023,5.62491322,5.82546854,7.02782106,6.91190195,5.62852383
Burkina Faso,Western Africa,Current health expenditure per capita (current US$),7.52564335,7.70798016,8.71375179,11.74841595,17.61220932,18.08620071,21.35472488,27.96674919,29.78364944,31.59088516,33.91081619,34.8739357,34.89026642,43.79697418,39.59173203,33.51475906,40.95483017,44.40372086,40.24945068
Burkina Faso,Western Africa,"Current health expenditure per capita, PPP (current international $)",28.39498901,29.65711784,31.18543625,35.18979645,49.19689178,50.13916779,60.86587906,74.28504944,70.00760651,77.0421524,82.16275024,77.01906586,80.29116821,101.4035263,94.0557251,99.31606293,124.5834961,129.0104981,111.7157745
Burundi,Eastern Africa,Current health expenditure (% of GDP),6.17697144,6.40484381,6.47216082,6.31327724,7.70102644,8.42368507,9.94232273,10.5808115,9.23542786,10.35023212,11.27638912,10.06996346,8.52668476,8.14256191,6.88927555,6.57857561,7.49265718,7.51763725,7.74165535
Burundi,Eastern Africa,Current health expenditure per capita (current US$),8.42834568,8.60474777,7.96743488,7.16897392,9.8821106,12.77716923,16.64111137,18.25146484,18.31873894,21.8832016,26.41332245,25.13240814,21.51785278,21.93877029,20.53392982,19.4568367,22.41840553,23.58145905,24.02547073
Burundi,Eastern Africa,"Current health expenditure per capita, PPP (current international $)",35.28666306,37.30187607,38.9274025,37.06985855,47.16102219,51.97935867,64.50072479,70.56085205,63.70123672,72.02082062,81.04503632,74.43910217,65.00936127,67.35009766,60.66466522,48.66255188,59.09829712,59.39506149,65.79267883
Cabo Verde,Western Africa,Current health expenditure (% of GDP),4.43401194,4.75244379,4.75569439,4.50008631,4.37710667,4.27364111,4.48974991,4.18900156,3.58312869,3.88152456,4.47555733,4.30527449,5.13365459,5.28994226,5.32722235,4.81784487,4.845016,5.36013222,5.35998297
Cabo Verde,Western Africa,Current health expenditure per capita (current US$),63.03440475,67.14394379,72.8820343,89.07603455,98.08786774,100.6719818,118.3291397,133.4176483,133.2350769,135.4057159,151.160141,161.0337372,176.9837341,191.2829895,191.176239,146.607605,151.6964111,176.4893799,194.8568726
Cabo Verde,Western Africa,"Current health expenditure per capita, PPP (current international $)",150.2763367,165.4145203,174.204773,172.376358,188.8668823,203.3004761,233.3619537,227.7862701,209.292099,222.8466492,260.5562134,262.7250671,318.6638794,332.5237732,338.9683228,309.0940552,325.0571289,375.5270996,399.5358276
Cambodia,South-Eastern Asia,Current health expenditure (% of GDP),6.54116726,7.01158857,7.23534822,6.94984961,7.0939908,6.8537817,6.11876678,4.9026823,6.60109425,7.58330584,6.9116993,7.50353098,7.26115417,7.10386801,6.70157766,6.19431591,6.11648464,5.928473,6.02654314
Cambodia,South-Eastern Asia,Current health expenditure per capita (current US$),19.73148346,22.56181908,24.55773354,25.21769905,28.98029327,32.49455261,33.02605438,30.96165657,49.2183609,55.96894836,54.29156113,66.20181274,69.04489136,71.99204254,73.28150177,72.03400421,77.65436554,82.05518341,90.55628204
Cambodia,South-Eastern Asia,"Current health expenditure per capita, PPP (current international $)",71.60393524,83.11769867,91.1519165,95.12265778,108.2492371,120.227066,120.6353531,107.7752838,155.5154114,177.4917297,170.7676697,199.4485626,207.679657,218.3244476,221.1934052,217.6573181,228.9375305,238.1037598,261.157196
Cameroon,Middle Africa,Current health expenditure (% of GDP),4.29790974,4.09759188,4.29549456,4.26849031,4.01539326,4.09552193,4.0291419,3.9596808,3.82387352,3.73968959,3.75899553,4.01686096,4.07313347,3.78502822,3.95040631,3.74885845,3.72961879,3.4925251,3.52989626
Cameroon,Middle Africa,Current health expenditure per capita (current US$),27.93606567,26.67946053,30.40726662,36.96333313,40.55318832,41.44176483,42.79501724,47.281353,52.45386124,49.16592789,48.31293106,56.36682129,55.1756134,55.45908356,60.85925674,49.74619293,50.8497467,49.64924622,54.13952637
Cameroon,Middle Africa,"Current health expenditure per capita, PPP (current international $)",87.67453766,86.83039093,93.85578918,96.71569061,97.11582947,101.4173737,103.4861832,106.5905304,105.6514053,103.5136643,105.9124374,117.0608749,123.0660477,119.3677826,130.828125,129.0632477,132.2725372,127.2954559,133.6094513
Canada,Northern America,Current health expenditure (% of GDP),8.27567863,8.65530014,8.88823891,9.04279232,9.09723568,9.06438637,9.34515572,9.43898201,9.59853268,10.70911217,10.6837883,10.33907032,10.42859364,10.34045982,10.25013065,10.68328094,10.97903442,10.78964806,10.79046917
Canada,Northern America,Current health expenditure per capita (current US$),2007.880859,2063.92749,2159.315918,2562.914551,2925.067139,3296.501465,3778.271484,4199.288086,4459.876465,4357.233887,5048.309082,5355.67627,5459.959473,5409.788086,5189.82666,4615.64209,4610.92627,4845.589844,4994.902344
Canada,Northern America,"Current health expenditure per capita, PPP (current international $)",2429.591797,2617.792236,2758.297607,2928.479492,3086.688232,3290.419678,3554.800781,3717.994629,3855.407227,4140.425781,4256.978027,4273.02832,4384.108887,4552.959961,4659.981445,4729.486816,4908.841797,5023.351074,5199.973145
Central African Republic,Middle Africa,Current health expenditure (% of GDP),4.32829618,3.95108914,4.18027496,4.23487663,4.20026016,4.22886753,4.31175089,4.63511133,4.02794027,4.72996759,3.65146255,3.63681531,3.6277864,4.73335361,4.90981197,5.03434181,5.44402361,6.66541529,10.99253082
